ab-rogação	revogação
remédio	terapia/dose/medicamento/adstringência/agonista/alopurinol/analgésicos/anestésicos/anti-coagulante/anti-depressivo/anti-hipertensivo/anti-inflamatório/anticoagulante/anticoagulantes/anticonvulsivo/anticonvulsivos/antidepressivo/antidepressivos/antidoto/antiemético/antipirético/antipiréticos/antissépticos/antiséptico/antivirais/antiviral/antídoto/azatioprina/bactericida/bloqueador/broncodilatador/broncodilatadores/carminativo/clofibrato/contraveneno/dissulfiram/diurético/diuréticos/estatina/estimulantes/expectorante/hipnótico/intoxicante/lenitivo/panaceia/panacéia/penicilamina/placebo/pomada/probenecida/profiláctico/sucralfato/supositório/tintura/vermífugo/analgésico/antisséptico/estimulante/laxante/narcótico/profilático/reboco/sedativo/anestésico/calmante/preventivo/tintura/ungüento
renda	ganancia/receita/passivo/rendimento
rendimento	safra/colheita/ganancia/dividendo/receita/acumulação/passivo/renda
rendimentos	ganancia/receita/passivo/renda/rendimento
renome	caráter/nome/fama
renúncia	desistência/imunidade/cessão/abdicação/abnegação
reorientação	reversão
reparação	manutenção/rapidinha/restituição/reconstrução
reparo	manutenção/rapidinha/restituição/reconstrução
repartição	parcela/parte/racionamento
repasto	almoço/buffet/ceia/comerembanquete/desjejum/lanche/pequeno-almoço/merenda/ágape/banquete/jantar/brunch/cear/pique-nique/piquenique/merenda
repetição	ciclo/anadiplose/atavismo/ecolalia/epístrofe/geminação/poliptoto/recorrência/reiteração/anáfora/ecolalia/iteração/redundância/renovação/cópia
repolho	couve-de-folhas/couve
reporte	bisbilhotice/bisbolhetice/fofoca/anedota/historieta/narração/piada/conto/história
repouso	lazer/indolência/respiradouro/dormência
repreensão	lição/exemplo
repreenção	culpa
representante	delegada/intermediária/mostra/delegado/precedente/excepção/exceção/porta-voz/amostra/agente/constitucionalista/emissário/federalista/ideologista/introdutor/protecionista/rep/secessionista/separatista/vereadora/congressista/democrata/fan/libertário/maoísta/vereador/xiita/admirador/apresentador/dirigente/embaixador/porta-voz/torcedor/fanático/seguidor/amigo/exemplo
representação	cenografia/foto/mapa/retrato/cópia/reprodução/fotografia/esquema/imagem/memória/figura/ilustração/modelo/desenho/audiograma/borrão/cosmografia/efígie/esquete/estereótipo/modelagem/nomograma/pantomima/presépio/projecção/reconstituição/borrado/dramatização/exemplar/heroísmo/modelação/sobreposição/ícone/caracterização/documento/mímica/projeção/retrato/ícone/imitação/fotografia/personificação/ato/exemplo/imagem/interpretação/aparência/apresentação/figura/ilustração/desenho
reprimenda	culpa
reprodutor	estereofonia
reprodução	replicação/réplica/anamorfismo/fac-símile/facsimile/miniatura/xerox/xérox/contrafação/duplicata/duplicação/fotocópia/miscigenação/modificação/multiplicação/propagação/falsificação/cópia/geração
reprovação	demonização/estigmatização/condenação
repugnância	revulsão/abominação/repulsa/aversão/detestação/execração/horror/repulsão/asco/enjôo/náusea/ódio/abominação/repulsa/aversão
repulsa	revulsão/abominação/aversão/animosidade/detestação/execração/horror/rancor/repulsão/resentimento/asco/enjôo/repugnância/agressividade/amargura/antagonismo/náusea/ressentimento/ódio/abominação/hostilidade/aversão
reputação	caráter/nome/fama/renome
república	superpoder/superpotência/aliado/cidade-estado/suserano/estrangeiro/domínio
requerimento	aplicacao/cobrança/facturação/faturação/invitação/apelação/arrecadação/candidatura/convite/demanda/solicitação/apelo/conta/recurso/ordem/reza/notificação/súplica/pergunta/oração/petição/inquérito/questão/apelo
requinte	graxa
requisito	necessidade/desejo
requisição	aplicacao/cobrança/facturação/faturação/invitação/apelação/arrecadação/candidatura/convite/demanda/solicitação/apelo/conta/recurso/ordem/reza/notificação/súplica/pergunta/oração/petição/inquérito/questão/apelo
resentimento	ressentimento/ciumes/inveja
residente	cidadão
residuo	cinzas/cinza
residência	vivenda/habitação/casa/ger/domicílio/chaminé/lar/casa
resignação	derrotismo
resina	agar-agar/algina/balata/carragenina/chicle/goma-arábica/olíbano/palaquium/ágar-ágar/incenso
resistência	protesto/contravenção/rebeldia/confronto/rebelião/oposição/desafio/disputa/discussão
resolução	diligência/intenção/tenacidade/designação/empenho/nomeação/persistência/passo/movimento
respeito	estimação/apreciação/homenagem/preito
respiração	eupneia/eupnéia/hiperventilação/hipopnéia/inalação/tabagismo/exalação/ronco/expiração/inspiração/aspiração
responsabilidade	desvantagem/culpa/falta/fiabilidade/questionabilidade/refutabilidade/exigência/incumbência/pré-requisito/requisito/dever/obrigação
responsividade	excitabilidade
responsável	administrador/executivo/gerente/capo/secretário/gerente/patriarca/secretária
resposta	auto-alimentação/retorno/parecer/reflexo/reflexos/taxia/tropismo/eco/réplica/reação
ressentimento	animosidade/ciumes/rancor/resentimento/inveja/agressividade/amargura/antagonismo/hostilidade
ressurgência	renascimento/ressuscitação/ressurreição/regeneração
ressurreição	renascimento/ressuscitação/regeneração
restante	sobra
restaurante	cafés/cafeteria/lanchonete/café/bistrô/churrascaria/cafeteria/churrasqueira/cantina
resto	fossil/fósseis/fóssil/sobra
restrição	travão/trela/freio/grilhão/algema/coleira/cadeia/airbag/açaime/açaimo/especificação/focinheira/sapata/estipulação/jaula/mordaça/cinto/gaiola
resultado	auto-alimentação/demolição/efeitos/placar/destruição/impacto/influência/desolação/reação/retorno/vitória/efeito/produto/parecer/mossa/subprodutos/términio/ômega/estrago/repercussão/vencimento/ómega/conseqüência/derrota/continuação/diminuição/fim/parada/perda/pior/final/mudança
resumo	sinopse/sumário/compendio/currículo/epítome/abreviação/abreviatura/argumento/compêndio/sumário
resíduo	detrito/negar-sea/resíduos/lixo/efluentes/entulho/escombros/poluentes/restos/ruínas/destroços/espacial/excremento/excreção/impureza/esgoto/fezes/sobra/merda
reta	diamêtro/diâmetro/assimptota/assímptota/assíntota/perpendicularidade/secante/tangente/vector/vetor/diagonal/corda/raio/perpendicular
retalhista	permissionário
retaliação	represália/vindicância/vingança/retribuição
retangulo	quadrado/caixa
retardar	procrastinação/adiamento/atraso/interrupção/pausa
retenção	armazenagem/armazenamento
retificação	compensação/remediação/emenda/reparação/correção/retribuição
retinite	corioretinite
retirada	esfacelamento/deserção/abandono/evacuação/recessão
retomada	renascimento/ressuscitação/ressurreição/regeneração
retor	elogiador/eulogista
retorno	reentrada
retrato	fotografia/plano/alargamento/auto-retrato/daguerreotipo/daguerreótipo/espectrograma/holograma/tomografia/xérox/ampliação/foto/fotocópia/radiografia/planta/quadro/fotografia
retribuição	retaliação/revanche/vindicância/vingança/darbase/salário-mínimo/troco
retroviridae	vih
retângulo	quadrado/caixa
reunião	audiências/cimeira/ouvintes/cimeira/elenco/foro/fórum/sessão/turba/cúpula/dupla/aula/conferência/convenção/público/compromisso/manifestação/encontro/feira/montão/par/visita/multidão/curso/classe/acampamentos/cambada/caucus/comitiva/conclave/congresso/conjunção/conquiliologia/cáfila/filatelia/malta/octeto/quorum/quórum/recolha/rendez-vous/rendezvous/sexteto/séquito/súcia/turma/arrecadação/assembleia/bando/centralização/congregação/convocação/gangue/mobilização/municipalidade/município/prédio/quinteto/trindade/colheita/compilação/comunidade/concílio/congresso/contingente/legislatura/trio/tríade/aglomeração/assembléia/quarteto/vistoria/quadrilha/conjunção/encontro/inspeção/visita/acampamento/ano/concentração/multidão/curso/povo/massa/classe
revanche	represália/vindicância/vingança/retribuição
revendedor	retalhista/varejista/negociante
reverso	empenagem/popa/cauda/rabo/traseiro
reverência	homenagem/preito/respeito
revestimento	folha-de-flandres/folheação/fumigação/lubrificação/pintura/unção/galvanização/pintura
revista	resenha/série/jornal/pulp/anais/órgão/número
revitalização	renascimento/ressuscitação/ressurreição/regeneração
revivalismo	renascimento/ressuscitação/ressurreição/regeneração
revolta	alçamento/insurgência/motim/motinada/sedição/sublevação/insurreição/levantamento/rebelião
revolucionário	rebelde/girondino
revolucionários	rebelde/girondino
revolução	contra-revolução
revoluções	contra-revolução
revólver	ack-ack-ack
revóvel	ack-ack-ack
reza	coleta/intercessão/bênção
riacho	córrego/ribeiro
ribeiro	córrego
rigidez	inflexibilidade
rigor	exactidão/exatidão/fidelidade/precisão
rima	aliteração/assonância
rinoceronte	rinoceronte-branco/rinoceronte-indiano/rinoceronte-lanudo/rinoceronte-negro
ripa	grelha/sarrafo
riqueza	conforto/dinheiro/opulência/suntuosidade/sumptuosidade/luxo/tesouro
risada	gargalhada
risco	desvantagem/ameaça/estria/meta/ameaça/perigo
riso	gargalhada
risos	gargalhada
ritmo	frequencia/taxas/freqüência/velocidade/frequência/celeridade/gigahertz/hertz/km/h/lentidão/megahertz/mhz/ppm/quilohertz/vagarosidade/desaceleração/mortalidade/síncope/caudal/espaçamento/rapidez/velocidade/aceleração/fluxo/passo
rito	nupcias/casamento/esponsais/circuncisão/noivado/vigília/liturgia
ritual	nupcias/casamento/esponsais/ablução/noivado/solenidade
rival	campeão/segundo-lugar/finalista/vice/opositor/favorito/rei/inimigo/segundo
rixa	discordância
robalo	cherne/garoupa
robustez	pressão
robótica	animatrônica/telerobótica
robô	androide/andróide/andróide
rocha	brita/cascalho/gravilha/mármore/afloramento/calcário/caliche/condrito/litíase/magma/matacão/pedra-pomes/pedrinha/quartzito/rochedo/seixo/xenólito/conglomerado/fundamento/lava/pedregulho/soleira/cristal/pedra
rock	heavy-metal
roda	engrenagem/roleta
rodada	partida
rododentro	azalea/azaléa/azaléia/azálea
rodovia	autoestrada/auto-estrada/entrada/caminho/atalho/autobahn/autoestradas/auto-estrada/avenida/desvio/pedágio/rua/estrada/caminho
roedor	mus/rattus/camundongo/mouse/ratazana/rato/abrocomidae/arganaz/capivara/chinchila/cutia/esquilo/gerbillinae/gerbilo/hamster/lemingue/lirăo/lêmingue/mara/nútria/paca/rato-almiscarado/rato-do-deserto/ratão-do-banhado/viscacha/castor/cão-da-pradaria/marmota/porco-espinho/serelepe
rojão	míssil/estágio
rola-bosta	escaravelho
rolha	tampão/torneira
rolo	tora/torah/torá/pentateuco
romaria	passeata/desfile/procissão/marcha/parada/cavalgada/cortejo/caravana/comboio
rompimento	ruptura/fractura/fratura
românica	galego/castelhano/italiano/português/romeno/catalão/espanhol/francês
romã	granada
roque	atalaia/barbacã/campanário/coruchéu/minarete/pilão/silo/arranha-céus/farol/silos/campanário/flecha/topo/agulha
roqueiro	estrela
rorqual	misticetos/narval/odontoceti/odontocetos/baleia
rosa	carnação/salmão/coral
rosto	centelha/chispa/fisiognomia/fisionomia/faísca/expressão/face/aparência
rota	órbita/trilha/rumo/circuito/direcção/rodada/direção/ronda/órbita/curso
rotação	circunvolução/pronação/supinação/giro/torção
roteiro	diálogo/libreto/guião
roubalheira	latrocínio/sequestro/assalto
roubo	roubalheira/assalto/latrocínio/peculato/apropriação/sequestro/assalto
roupa	agasalho/farda/fardamento/lavandaria/roupas/suéter/véu/saia/vestimenta/casaco/lavanderia/pulôver/uniforme/calça/camisa/fato/vestuário/fantasia/terno/traje/vestido/burca/cachecol/colete/cueiro/echarpe/enxoval/farrapos/fralda/macacao/prêt-à-porter/veste/collant/disfarce/peruca/sapato/chapéu/fraque/malha/acessório/calça/luto/sobretudo/vestuário/calçado/traje/hábito/vestido
roxo	anil/lilás/violeta
rua	bulevar/alameda/avenida/estrada/aléia/ruela/artéria/beco/avenida/transversal
rubra	alizarina/carmesim/escarlate/sanguínea/carmim/escarlate/cereja/vermelho
rubro	alizarina/carmesim/escarlate/sanguínea/carmim/escarlate/cereja/vermelho
rufião	skinhead
rugosidade	granularidade
rum	grogue
ruminante	cervidae/cervídeo/cervo/veado/antilocapra/camelopardalis/girafa/bovídeos
ruminantes	cervidae/cervídeo/cervo/veado/antilocapra/camelopardalis/girafa/bovídeos
rumo	moda/tendência/curso
runa	thorn
rupia	cêntimo/centavo
russo	moscovita/siberiano/georgiano
ruído	baterpalmas/rufo/batida/explosão/anilhagem/assovio/batidas/beep/borrifo/burburinho/chilro/cicio/clique-claque/creptação/crosstalk/ensopado/esporro/estrilo/gargarejo/gorgolejo/gorjeio/latido/popping/rangido/ribombo/ronrom/ronrono/rusga/silvo/tapping/tinido/trinado/vibrato/apito/assobio/colcheia/estalo/murmúrio/respingo/ronco/sussurro/trovão/zumbido/batida
ruína	desolação/devastação/fim
rádio	radiofonia/radiotelefonia/super-heterodino
rã	ranidae/rã-touro-americana/rãs/perereca/sapo
rãs	rã-touro-americana
répteis	anapsida/diapsida/sinapsida/sinapsídeos/sinápsida
réptil	anapsida/diapsida/sinapsida/sinapsídeos/sinápsida
réu	acusado
rótulo	apanhada/tag/pega-pega/etiqueta
rúpia	cêntimo/centavo
sabedoria	diplomacia/prudência
saber	disciplina/campo/domínio/senso/ciência
sabiá	melro/melro-preto/rouxinol/turdo
sabor	gosto/tendências/discrição/delicadeza/doçura/salinidade/cultura/moda/estilo
sabre	cimitarra
sacanagem	trote
sacarose	galactose
sacerdote	bispos/cura/bispo/vigário/ministro/padre/pároco/clérigo/pastor/capelão/clérigo/confessor/druida/lamas/monsenhor/pregador/prelado/primaz/sacerdotista/acólito/diácono/lama/presbítero/vigário/xamã/eclesiástico/padre/pároco/lama/clérigo/leitor/pastor
saco	airbag/alforge/alforje/civadeira/mochila/bexiga/carteira/bolsa
sacola	airbag/alforge/alforje/civadeira/mochila/bexiga/saco/carteira/bolsa
sacolão	supermarket/supermercados/supermercado
sacramento	crisma/liturgia/penitência/batismo/crisma/liturgia/penitência/confirmação/casamento
sacrificio	hecatombe
sacrifício	hecatombe
sadismo	sadomasoquismo
safa	borracha
safado	cafetão/proxeneta
safira	agulha
safismo	tribadismo
sagacidade	astúcia/acume/diplomacia/prudência
saguão	nartex/nártex
saia	kilt/mini/mini-saia/minissaia/sarongue
sais	acrilato/arseniato/arseniatos/benzoato/borato/carbamato/carbamatos/carbonato/cianetos/cianureto/citrato/clorato/cloratos/ferrocianetos/fosfato/fulminato/fulminatos/haleto/hipoclorito/isocianato/oxalato/oxalatos/perclorato/percloratos/permanganato/pirofosfato/sarro/silicato/sulfato/sulfonato/tiocianato/tiocianatos/tungstatos/urato/vanadatos/acetato/cianeto
sal	acrilato/arseniato/arseniatos/benzoato/borato/carbamato/carbamatos/carbonato/cianetos/cianureto/citrato/clorato/cloratos/ferrocianetos/fosfato/fulminato/fulminatos/haleto/hipoclorito/isocianato/oxalato/oxalatos/perclorato/percloratos/permanganato/pirofosfato/sarro/silicato/sulfato/sulfonato/tiocianato/tiocianatos/tungstatos/urato/vanadatos/acetato/cianeto
sala	antecâmara/antessala/compartimento/estudio/calabouço/hall/masmorra/saguão/vestíbulo/átrio/dormitório/bar/cela/escritório/cozinha/galeria/quarto/banheiro/classe/camarim/nartex/nártex/sacristia/scriptorium/solário/tertúlia/vestiário/enfermagem/enfermaria/gabinete/guarda-roupa/campanário/refeitório/tribunal/biblioteca/câmara/galeria/salão/banheiro/porta/portão/corte
salacidade	obscenidade
salada	kartoffelsalat/tabule
salamandra	plethodontidae/pletodontídeos/salamandra-de-fogo/tritão
