abaixar	subordinar/subjugar/submeter/dominar
revalorizar	apreciar
revelar	descortinar/desembrulhar/desvelar/confidenciar/cotar/descerrar/desmascarar/depositar/desenterrar/solarizar/tagarelar/expor/trair/escavar/exibir/descobrir/mostrar/falar/virar
rever	emendar/retificar
reverar	babar
reverberar	consoar/espelhar/refletir
reverenciar	reverar/santificar/idolatrar/adorar
reverter	descumprir/desincronizar/metamorfosear/recidivar/relapsar/transpor/transfigurar/adulterar/alternar/desfazer/falsificar/recuperar/retificar/corrigir/trocar/mudar
revestir	pintar/alcatroar/anodizar/banhar/bonderizar/chapar/emborrachar/macadamizar/patinizar/pavimentar/pichar/platificar/platinar/porcelanizar/zincar/cimentar/emassar/engessar/envernizar/metalizar/recobrir/asfaltar/encrostar/galvanizar/gelatinizar/laminar/folhear
revirar	revolucionar
revistar	esgravatar/montear/revolver/vasculhar/azarar
reviver	republicar/inicializar/ressuscitar/iniciar
revogar	cassar/rescindir/reverter/anular/cancelar/descumprir/invalidar/recolher/anular/cancelar
revoltar	escandalizar/ultrajar/horrorizar/chocar/ofender/enjoar/sublevar/amotinar/nausear/enojar
revoltar-se	sublevar/amotinar/revoltar
ridicularizar	paquerar/desacreditar/sacanear/expor/provocar/satirizar/desmascarar
rimar	aliterar
rir	paquerar/desacreditar/ridicularizar/sacanear/expor/provocar/casquinar/satirizar/cacarejar/zurrar/convulsionar/gracejar/ridicularizar
rodar	girar/atarraxar/piruetar/aparafusar/redemoinhar/girar
rodear	enclausurar/franjar/cingir/cercar
rogar	implorar/suplicar/implorar/insistir/suplicar/importunar/pedir
rolar	rodear
romper	quebrar/despedaçar/estilhaçar/fracturar/amaciar/quebrar
rondar	espreitar
rotular	inocentar/denominar/absolver/condenar/chamar/nomear/desqualificar/estigmatizar/entoar/propagandear/denunciar/endereçar/qualificar/direcionar/julgar/declarar
roubar	plagiar/extorquir/pilhar/furtar/afanar/desfalcar/embolsar/estelionar/larapiar/malversar/muambar/piratear/surrupiar/saltear/ensacar/especular/furtar
roçar	gadanhar/segar/ceifar/arranhar/raspar
ruir	implodir/afundar
ruminar	ponderar/questionar/perguntar/introspectar/premeditar/teologizar/cogitar/ponderar/refletir/julgar/pensar/considerar
saber	dominar/realizar/compreender/entender/antecipar/antever/reviver/acompanhar/prever/provar
saborear	admirar/devorar
sabotar	descarrilhar
sacanear	paquerar/desacreditar/ridicularizar/expor/provocar/bulir/satirizar/vaiar/caçoar/ridicularizar/zombar
sacar	despojar/desnudar/despir/ordenhar/sifonar/sugar/chupar/bombear
sacudir	abanar/flabelar/ventilar/estremecer/tremular/tiritar/tremer/concussar/debulhar/esbordoar/menear/sovar/trilhar/chocalhar/palpitar/acotovelar/balançar/tremer
saculejar	fibrilar
sair	demitir-se/departir/quitar/escapulir/resignar/vazar/fugir/renunciar/escapar/partir/abandonar/afastar-se/ausentar-se/decolar/demorar/desocupar/tardar/departir/irromper/desconectar/desertar/escapulir/sumir/evacuar/desaparecer/escapar/partir/abandonar/deixar
salivar	babar
salpicar	borrifar/aerolizar/borrifar
saltar	pulicar/pulinhar/saltitar/recuar/arrebentar/pular
salvaguardar	guiar/conduzir
salvar	agraciar/sobrescrever/socorrer/ajudar/guiar/conduzir
sanar	recuperar
sancionar	endorsar/apoiar/confirmar/aprovar
sangrar	menstruar
santificar	reconsagrar/espiritualizar
sarar	recuperar
satisfazer	aprazer/comprazer/embevecer/agradar/gostar/encantar/bastar/encarecer/aplacar/contentar/coordenar/saciar/cumprir/acalmar/acomodar/corresponder/encantar/aliviar/realizar/servir/cobrir
saudar	despidir/recepcionar/elogiar/acolher/cumprimentar/receber
secar	desumidificar/estorricar/ressecar/arejar/aerar
secionar	esquartejar
sedar	hipnotizar/mesmerizar
seduzir	desencaminhar/engodar/enfeitiçar/encantar/atrair
segmentar	esquartejar
seguir	capengar/suplantar/aceder/advir/sobrepor/derivar/passear/resultar/grudar/prosseguir/permanecer/substituir/vir/dirigir/continuar/ir/manter
segurar	abocanhar/apreender/armazenar/beliscar/mordiscar/espremer/morder/apanhar/acumular/apertar/furtar/negar/agarrar/guardar/roubar/prender/aferrar/atrapar/engalfinhar/intercetar/enganchar/escorar/ninar/pescar/armazenar/entrelaçar/interceptar/deter/deduzir/poupar/preservar/conservar/sustentar/embalar/agarrar/capturar/reter/guardar/olhar/esconder/prender/pegar/manter
selar	impermeabilizar/empacotar/embalar
seleccionar	eleger/peneirar/analisar/selecionar/votar/decidir/escolher/aventar/coar/discar/esposar/posicionar/ungir/adoptar/peneirar/designar/selecionar/adotar/especificar/extrair/votar/determinar/nomear/propor/escolher
selecionar	eleger/peneirar/analisar/votar/decidir/escolher/aventar/coar/discar/esposar/posicionar/ungir/adoptar/peneirar/designar/adotar/especificar/extrair/votar/determinar/nomear/propor/escolher
sensibilizar	fotosintetizar/emocionar/estimular/mexer/excitar
sentar	acocorar/acocorar-se/baixar-se/agachar/empoleirar/pousar/descansar
sentar-se	acocorar/acocorar-se/baixar-se/agachar/empoleirar/pousar/descansar
sentir	arrepender/arrepender-se/lamentar/enervar-se/irritar-se/orgulhar/orgulhar-se/regozijar/regozijar-se/alegrar-se/desencantar/simpatizar/tender/congratular/entristecer/recalcar/enraivecer/entreter/radiar/recapturar/alegrar/arder/reviver/enfurecer/inclinar/sustentar/morrer/provar/sofrer/brilhar/guardar/irritar/considerar/entender/pegar/manter
separar	divorciar/descasar/romper/arrombar/discriminar/estourar/arrebentar/explodir/quebrar/acantonar/aferir/apartar/apartar-se/balcanizar/compartimentar/contradistinguir/desanexar/desarticular/desassociar/descolar/desenganchar/desgrudar/desmembrar/desunificar/desunir/esmiuçar/exorcizar/fragmentar/macerar/parcelar/particionar/secionar/sectionalizar/segmentar/separar-se/zonar/zonear/cindir/coar/contrastar/demarcar/descasar/desfazer-se/deslindar/dissipar/filtrar/formatar/individualizar/lascar/lotear/romper/subdividir/desalojar/desconectar/discernir/discriminar/dispersar/dissociar/distinguir/esmagar/inicializar/partilhar/polarizar/rasgar/desatar/desfiar/despejar/pulverizar/puncturar/rachar/rotular/estratificar/isolar/diferenciar/desmoronar/furar/lavar/saber/espalhar/remover/terminar/partir/reduzir/dividir/quebrar/cair/cortar
ser	merecer/perplexar/importar/necessitar/rondar/valer/agradar/perambular/precisar/caber/depender/requerer/pertencer/permanecer/confundir/contar/superar/enrolar/parecer/pesar/ficar/servir/abrilhantar/abundar/considerar-se/enfurecer-se/equilibrar-se/escancarar/fulgir/fulgurar/imperilar/meandrar/objetar/perigar/posicionar-se/primar/quedar/sobrar/aparar/boiar/colocar-se/consistir/desencontrar/findar/inter-relacionar/lavar-se/padecer/participar/prevalecer/refulgir/residir/subjazer/tender/agregar/aparentar/capitanear/coexistir/comparar/custar/delimitar/discordar/estagnar/existir/figurar/gravitar/ornamentar/performar/principiar/repousar/totalizar/bagunçar/cristalizar/embelezar/nadar/paralisar/prometer/relacionar/respirar/substanciar/sujar/valer/afogar/ameaçar/arriscar/descansar/doer/habitar/jazer/medir/resultar/traduzir/zumbir/caber/comprar/dever/entrar/especificar/grudar/vender/adornar/decorar/empacotar/pertencer/embalar/estabelecer/finalizar/permanecer/responder/adicionar/explicar/lavar/provar/sofrer/brilhar/estar/contar/obter/reconhecer/conter/iniciar/parecer/vir/acabar/chegar/continuar/ter/terminar/aceitar/seguir/ficar/representar/cobrir/começar/cair/manter/cortar
serenar	refrear/confinar/limitar/controlar/prender/segurar
serpear	formigar
servir	qualificar-se/qualificar/alimentar/representar/dar/acudir/rotacionar/actuar/calhar/indulgir/nutrir/rotar/oficiar/regalar/encharcar/forrar/hospedar/regar/caber/acomodar/arranjar/funcionar/suprir/atuar/ajustar/arrumar/permitir/ajudar/satisfazer/admitir/alimentar/encontrar
significar	identificar/nomear/eufemizar/sofismar/denotar/simbolizar/desvirtuar/distorcer/exprimir/sugerir/retornar/expressar/apontar/aplicar/torcer/lembrar/indicar/usar/dizer/representar
silenciar	recompor/apaziguar/aplacar/reassegurar/serenar/sossegar/tranqüilizar/amordaçar/pacificar/tranquilizar/acalmar/compor/aliviar/gritar
simbolizar	tipificar/encarnar/incorporar/personificar/representar
simplificar	reduzir
simular	emular/escarnecer/zombar/copiar/fingir/imitar/brincar
sinalizar	agourar/prefigurar/singularizar/augurar/prenunciar/pressagiar/profetizar/vaticinar/assinalar/prognosticar/ameaçar/predizer/prever/indicar
sincronizar	dublar
sintetizar	abstrair/recapitular/resumir
sintonizar	afinar
sistematizar	codificar
situar	enterrar/basear/sedimentar/alinhar/orientar/mirar/direcionar/localizar/apontar/adquirir
soar	ticar/estalar/clicar/tocar/badalar/batucar/borburar/chapinar/dedilhar/estridular/estrondar/farfalhar/retinir/tilintar/tinir/tique-taque/zinir/ajoelhar/assoviar/buzinar/chocalhar/crepitar/dissonar/guinchar/ratear/ronronar/rugir/sibilar/sussurrar/apitar/assobiar/borbulhar/ecoar/uivar/zunir/ressoar/reverberar/zumbir/furar/falar/tocar/bater
sobrecarregar	esgotar
sobrepor	expulsar/substituir/derrubar
sobressair	transcender/avançar/exceder/superar
sobressaltar	estarrecer/pasmar/surpreender/espantar/estontear/assombrar/admirar/apanhar/impressionar/surpreender/pegar
sobrevir	advir/derivar/resultar/vir/seguir
sobreviver	gerenciar/aguentar/improvisar/respirar/corresponder/satisfazer
socializar	divertir/entreter/fraternizar
socorrer	sanar/sarar/curar/assistir/ajudar/servir/desenrascar/zelar/beneficiar/facilitar/acelerar/apressar/cuidar/aliviar
sofrer	asfixiar/sufocar/morrer/congelar/afligir-se/agonizar/apiedar/apiedar-se/compadecer/compadecer-se/endoidecer/prantear/vivenciar/agoniar/experienciar/padecer/pirar/lastimar/angustiar/magoar/tolerar/lamentar/parir/experimentar/perder/ter/aceitar
solapar	descarrilhar
solenizar	enlutar/comemorar/marcar/lamentar
solicitar	mendigar/reservar/demandar/exigir/convidar/pedir/segurar/candidatar/encomendar/peticionar/invocar/reivindicar/rogar/demandar/suplicar/exigir/convidar/requerer/reclamar/aplicar/organizar/pedir/desejar
solidificar	gelatinizar/cristalizar/gelar/consolidar/congelar
soltar	carpir/lamentar-se/latir/urrar/bramir/gemir/ladrar/rugir/gemer/uivar/berrar/gritar/arfar/arrulhar/balir/chilrear/corvejar/cricrilar/gorgolejar/grunhir/miar/relinchar/rouquejar/cacarejar/chiar/coaxar/crocitar/gargarejar/gorjear/grasnir/mugir/ofegar/pipilar/rosnar/trompetear/volear/zurrar/assobiar/bufar/ecoar/estalar/gemer/libertar/piar/pigarrear/suspirar/trinar/uivar/vociferar/aguar/desencadear/cuspir/grasnar/chamar/cantar/repetir/liberar/gritar
solucionar	fatorar/conseguir/inferir/adivinhar/supor/resolver/responder/atingir/quebrar
solver	fatorar
somar	concatenar/pontuar/enriquecer/modificar/fortificar/anexar/incluir/qualificar/suplementar/acrescentar/adicionar/combinar/unir/misturar/reunir
sonecar	dormitar/cochilar/estivar/hibernar
soprar	ofegar/bufar/insuflar/obliterar/ventar/extinguir
sovar	chicotear
suavizar	abafar/amolecer/ensurdecer
subir	galgar/trepar/ascender/montar/borbulhar/emergir/escalar/crescer/levantar/aumentar
subjugar	mortificar
sublimar	depurar/desexualizar/purgar/purificar/refinar
submergir	mergulhar/assentar
submeter	escravizar
subordinar	desclassificar
subornar	pagar
subscrever	rubricar
subsistir	respirar
substanciar	validar/demonstrar/documentar/encarnar/referendar/validar/verificar/confirmar/expressar/suportar
substituir	reequipar/truncar/capitalizar/converter/utilizar/expulsar/retificar/derrubar/trocar/reduzir/mudar
subverter	abastardar/revolucionar/sensualizar/envenenar
suceder	efectuar/coincidir/conseguir/efetuar/negociar/alcançar/obter/realizar/atingir/passar/materializar/re-ocorrer/reincidir/suplantar/aceder/advir/calhar/recrudescer/intervir/recorrer/sobrepor/derivar/conseguir/resultar/ocorrer/sincronizar/funcionar/prosseguir/alcançar/repetir/substituir/brilhar/acontecer/desenvolver/vir/seguir/atingir/ir/passar/cair
sucumbir	aceder/submeter
sufocar	debelar/abafar/recalcar/silenciar/amortecer/estrangular/reprimir
sugerir	agourar/prefigurar/advocar/augurar/insinuar/prenunciar/pressagiar/profetizar/recomendar/referir-se/vaticinar/aludir/atestar/incriminar/urgir/assinalar/culpar/prognosticar/predizer/promover/sinalizar/cantar/prever/submeter/propor/indicar/declarar/dizer/tocar
sujar	poluir/infetar/infectar/lambuzar/contaminar/enlamear
sujeitar	bacterizar/naufragar/refratar/incorrer/expor
sumarizar	abstrair/recapitular/resumir
sumir	caldear/desaparecer/ausentar/esvanecer/falecer/morrer/desaparecer/ir/diminuir
superar	sobrepujar/sacanear/trapacear/ultrapassar/exceder/derrotar/vencer/roubar/bater/acometer/demolir/obscurecer/expelir/inundar/subjugar/travar/triunfar/trancar/ultrapassar/conquistar/enganar/imobilizar/sobreviver/derrotar/eliminar/matar/vencer/destruir
supervalorizar	superestimar
suplantar	expulsar/substituir/derrubar
suplementar	vitaminar/vitaminizar/anexar
suplicar	implorar/rogar/implorar/insistir/rogar/importunar/pedir
supor	pressentir/prognosticar/adivinhar/predizer/prever/retraçar/suspeitar/reconstruir/pressupor/formular/saber/compreender/dizer
suportar	acorrer/respaldar/endossar/secundar/justificar/perdoar/socorrer/validar/demonstrar/engolir/racionalizar/apoiar/assistir/auxiliar/aprovar/explicar/ajudar/aceitar/apadrinhar/documentar/escorar/referendar/acolher/consentir/patrocinar/validar/aguentar/encorajar/promover/verificar/confirmar/sustentar/estimular
suprimir	ab-rogar/abrogar/coibir/debelar/abafar/abolir/entravar/serenar/inibir/recalcar/silenciar/deter/revogar/amortecer/engolir/anular/moderar/reprimir/conter
suprir	apetrechar/aparelhar/equipar/carregar/abrigar/acortinar/alfabetizar/amparar/blindar/encortinar/encouraçar/envidraçar/estocar/legendar/mobiliar/re-equipar/reaparelhar/reemitir/reflectorizar/relançar/sanitarizar/transistorizar/aplacar/computadorizar/desbloquear/entronar/estofar/informatizar/ofertar/amordaçar/armar/armazenar/condicionar/constitucionalizar/equipar/hidratar/mecanizar/motorizar/saciar/aguar/articular/capitalizar/datar/despejar/molhar/assentar/associar-se/esquentar/prover/regar/abastecer/aquecer/canalizar/derramar/renovar/acalmar/corresponder/fornecer/investir/sinalizar/anunciar/aliviar/satisfazer/alimentar/estender/liberar/oferecer/lançar/dar
surgir	atirar-se/comparecer/destacar-se/erguer-se/mostrar-se/re-emergir/reaparecer/ressaltar/advir/aflorar/predominar/reluzir/agregar/evidenciar/manifestar/originar/provir/emergir/aparecer/sair
surpreender	estarrecer/pasmar/amendrontar/deslumbrar/espantar/estontear/assombrar/galvanizar/fascinar/admirar/apanhar/impressionar/escapar/pegar
surrar	vergastar/chibatar/açoitar/chicotear/espancar/flagelar/socar/bater
suspender	fracturar/fraturar/congelar/interromper/parar
sustar	embargar
sustentar	validar/demonstrar/prolongar-se/alegar/documentar/durar/escorar/referendar/proclamar/patrocinar/validar/verificar/confirmar/afirmar/suportar/declarar
suster	escorar/sustentar
talhar	cinzelar/estampar
tampar	disfarçar/mascarar/embrulhar/embalar/encobrir/esconder/cobrir/acarpetar/acimentar/aluminizar/amanteigar/azeitar/azulejar/calafetar/concretar/empanar/empapelar/encadernar/encascar/engraxar/entoucar/flocar/ladrilhar/olear/robustecer/vendar/adubar/arrolhar/caiar/cimentar/coroar/emassar/embainhar/encapuzar/encerar/engessar/envernizar/espreitar/pincelar/polvilhar/recobrir/ripar/sepultar/soterrar/untar/amontoado/atapetar/drapear/gramar/lubrificar/revestir/tapar/acobertar/embrulhar/forrar/laminar/submergir/enterrar/folhear/ocultar/empacotar/embalar/encobrir/aplicar/esconder/espalhar/segurar/colocar/cobrir
tantalizar	bulir/vaiar/caçoar/zombar
tapar	disfarçar/mascarar/encobrir/esconder/barricar/represar/embarricar/espreitar/interditar/sepultar/soterrar/barrar/acobertar/entupir/asfixiar/enterrar/sufocar/bloquear/ocultar/encobrir/esconder/cobrir
tapear	deturpar/falsear/falsificar
taxar	onerar
tecer	rendar/entrançar/trançar
teimar	reinvindicar/asseverar/sustentar/manter
telecomunicar	telefonar/chamar/telegrafar
telefonar	ligar
temer	apavorar-se/pirar/santificar/apavorar/idolatrar/adorar
temperar	apimentar/resinar/condimentar/salgar/amolecer
tender	gravitar/sofrer
tensionar	alongar/esticar/estender
tentar	arriscar/pelejar/empenhar/esforçar/batalhar/esforçar-se/ralar/arriscar/perseguir/verificar/lutar/provar/procurar/controlar
teorizar	retraçar/reconstruir/formular
ter	exibir/reter/guardar/segurar/manter/endoidecer/monopolizar/pirar/horripilar/exercer/contrair/sustentar/parir/reter/sofrer/esperar/receber/encontrar/carregar/manter
terminar	encerrar/finalizar/acabar/arrematar/clausurar/esvair/aposentar-se/retirar-se/abortar/cumprir/efetuar/fechar/culminar/extinguir/matar/suspender/finalizar/resolver/interromper/decidir/executar/concluir/desaparecer/desistir/realizar/acabar/aceitar/parar/abandonar/atingir
terrificar	apavorar
testar	verificar/provar/controlar
testemunhar	abonar/aduzir/alegar/manifestar/presumir/citar/demonstrar/certificar/provar/dizer
testificar	aduzir/alegar/manifestar/presumir/citar/demonstrar/certificar/provar/dizer
tingir	tinturar/matizar/bronzear/colorir
tirar	amputar/despojar/deletar/desnudar/despir/devolver/voltar/arrastar/resgatar/cavar/escavar/extrair/retornar/retirar/atrair/apagar/sacar/circuncidar/de-ionidizar/depilar/descarbonizar/desempacotar/desentranhar/desmarcar/desmineralizar/desnudar-se/desossar/despir-se/destampar/destripar/desventrar/desviscerar/dragar/escalpar/escalpelar/esventrar/pinçar/abduzir/aduzir/descalcificar/descaroçar/desgastar/desintoxicar/desmantelar/desprender/erodir/estripar/ordenhar/sifonar/tossir/arrancar/deletar/desalojar/desnudar/despir/eviscerar/extirpar/pigarrear/sugar/chupar/descascar/desembarcar/arrastar/bombear/condensar/escovar/esvaziar/eliminar/excluir/extrair/puxar/esticar/retirar/transportar/lavar/apagar/tremer/remover/transmitir/trazer/sacar/limpar/conduzir
tiritar	tremelicar/estremecer/tremular/vibrar/tremer
